category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
PMID	PMID.20969759	16	69	4932	YBL064C,YDL124W,YDR074W,YDR171W,YDR533C,YER103W,YGR254W,YGR256W,YIL155C,YJL153C,YLL026W,YMR169C,YMR250W,YNL202W,YOR374W,YPR127W	PRX1,YDL124W,TPS2,HSP42,HSP31,SSA4,ENO1,GND2,GUT2,INO1,HSP104,ALD3,GAD1,SPS19,ALD4,YPR127W	5.09e-6	0.0029	(2010) A multi-level study of recombinant Pichia pastoris in different oxygen conditions.
PMID	PMID.30254614	7	9	4932	YDR171W,YEL011W,YEL021W,YER103W,YFL014W,YLL026W,YPR160W	HSP42,GLC3,URA3,SSA4,HSP12,HSP104,GPH1	7.26e-6	0.0036	(2018) Rapid Identification of Major QTLS Associated With Near- Freezing Temperature Tolerance in Saccharomyces cerevisiae.
PMID	PMID.25024351	9	19	4932	YBL078C,YBR072W,YDR171W,YDR258C,YGL156W,YGR088W,YHR008C,YKL103C,YPL171C	ATG8,HSP26,HSP42,HSP78,AMS1,CTT1,SOD2,APE1,OYE3	6.91e-6	0.0036	(2014) yStreX: yeast stress expression database.
PMID	PMID.24957376	9	19	4932	YCL040W,YDL021W,YDR001C,YFR053C,YGR088W,YHR008C,YLR258W,YMR105C,YPR160W	GLK1,GPM2,NTH1,HXK1,CTT1,SOD2,GSY2,PGM2,GPH1	6.91e-6	0.0036	(2012) Canonical modeling of the multi-scale regulation of the heat stress response in yeast.
PMID	PMID.30885983	15	63	4932	YBR117C,YCL040W,YDR342C,YEL021W,YER081W,YFL030W,YFR053C,YGR088W,YGR248W,YGR254W,YGR256W,YJL052W,YJR010W,YKL035W,YLR258W	TKL2,GLK1,HXT7,URA3,SER3,AGX1,HXK1,CTT1,SOL4,ENO1,GND2,TDH1,MET3,UGP1,GSY2	7.76e-6	0.0037	(2019) Glycolytic flux in Saccharomyces cerevisiae is dependent on RNA polymerase III and its negative regulator Maf1.
PMID	PMID.29869985	9	20	4932	YBR169C,YCL035C,YDR258C,YDR453C,YDR513W,YEL021W,YGL037C,YGR088W,YIL155C	SSE2,GRX1,HSP78,TSA2,GRX2,URA3,PNC1,CTT1,GUT2	9.57e-6	0.0044	(2018) Temporal profiling of redox-dependent heterogeneity in single cells.
PMID	PMID.29269498	11	34	4932	YBL015W,YCL035C,YDL223C,YDR513W,YGR256W,YHL021C,YHR008C,YHR139C,YKL103C,YNL160W,YNL274C	ACH1,GRX1,HBT1,GRX2,GND2,AIM17,SOD2,SPS100,APE1,YGP1,GOR1	1.24e-5	0.0055	(2018) Transcriptional Response to Lactic Acid Stress in the Hybrid Yeast Zygosaccharomyces parabailii.
PMID	PMID.27871361	6	6	4932	YEL011W,YEL021W,YFR015C,YLR258W,YPR160W,YPR184W	GLC3,URA3,GSY1,GSY2,GPH1,GDB1	1.33e-5	0.0056	(2016) Recreating the synthesis of starch granules in yeast.
PMID	PMID.19880387	9	21	4932	YBL075C,YBR072W,YDR258C,YDR453C,YEL021W,YFL014W,YGR088W,YHR008C,YLL026W	SSA3,HSP26,HSP78,TSA2,URA3,HSP12,CTT1,SOD2,HSP104	1.31e-5	0.0056	(2010) Comparative analyses of time-course gene expression profiles of the long-lived sch9Delta mutant.
PMID	PMID.30288173	11	35	4932	YBL075C,YBR117C,YDR342C,YER020W,YGR088W,YGR256W,YJR047C,YLR258W,YMR169C,YMR170C,YOR374W	SSA3,TKL2,HXT7,GPA2,CTT1,GND2,ANB1,GSY2,ALD3,ALD2,ALD4	1.55e-5	0.0063	(2018) Genomic and phenotypic characterization of a refactored xylose-utilizing Saccharomyces cerevisiae strain for lignocellulosic biofuel production.
PMID	PMID.29432462	9	22	4932	YBL078C,YDR074W,YEL011W,YEL021W,YFL014W,YFR015C,YLL026W,YMR105C,YMR169C	ATG8,TPS2,GLC3,URA3,HSP12,GSY1,HSP104,PGM2,ALD3	1.76e-5	0.0068	(2018) Adaptability of the Saccharomyces cerevisiae yeasts to wine fermentation conditions relies on their strong ability to consume nitrogen.
PMID	PMID.24073228	12	43	4932	YBL064C,YBR117C,YBR213W,YCL040W,YDR453C,YGR043C,YGR088W,YGR248W,YGR256W,YHR008C,YIR038C,YJR010W	PRX1,TKL2,MET8,GLK1,TSA2,NQM1,CTT1,SOL4,GND2,SOD2,GTT1,MET3	1.73e-5	0.0068	(2013) The genome-wide early temporal response of Saccharomyces cerevisiae to oxidative stress induced by cumene hydroperoxide.
PMID	PMID.15059259	12	43	4932	YCL040W,YER103W,YFL014W,YFR053C,YHR087W,YJR010W,YLL026W,YLR178C,YML128C,YMR105C,YMR169C,YNL160W	GLK1,SSA4,HSP12,HXK1,RTC3,MET3,HSP104,TFS1,MSC1,PGM2,ALD3,YGP1	1.73e-5	0.0068	(2004) Population genetic variation in gene expression is associated with phenotypic variation in Saccharomyces cerevisiae.
PMID	PMID.18533012	13	52	4932	YBL015W,YBR193C,YCL040W,YEL021W,YER020W,YFR053C,YGR254W,YLR258W,YMR169C,YMR170C,YNL052W,YOR374W,YPR191W	ACH1,MED8,GLK1,URA3,GPA2,HXK1,ENO1,GSY2,ALD3,ALD2,COX5A,ALD4,QCR2	2.08e-5	0.0076	(2008) Regulation of xylose metabolism in recombinant Saccharomyces cerevisiae.
PMID	PMID.23029052	10	30	4932	YCL040W,YDR001C,YDR074W,YFR053C,YGR254W,YLR258W,YMR105C,YPL171C,YPR160W,YPR184W	GLK1,NTH1,TPS2,HXK1,ENO1,GSY2,PGM2,OYE3,GPH1,GDB1	2.53e-5	0.009	(2012) Quercetin protects Saccharomyces cerevisiae against oxidative stress by inducing trehalose biosynthesis and the cell wall integrity pathway.
PMID	PMID.24495318	7	12	4932	YBL015W,YCL040W,YEL011W,YFR053C,YMR105C,YMR169C,YPR160W	ACH1,GLK1,GLC3,HXK1,PGM2,ALD3,GPH1	2.79e-5	0.0097	(2014) Unmixing of fluorescence spectra to resolve quantitative time-series measurements of gene expression in plate readers.
PMID	PMID.18270585	11	38	4932	YBL075C,YBL078C,YDL181W,YDR171W,YDR258C,YEL021W,YER103W,YFL014W,YFR015C,YGR088W,YLL026W	SSA3,ATG8,INH1,HSP42,HSP78,URA3,SSA4,HSP12,GSY1,CTT1,HSP104	2.96e-5	0.01	(2008) Hsf1 activation inhibits rapamycin resistance and TOR signaling in yeast revealed by combined proteomic and genetic analysis.
PMID	PMID.28386168	8	18	4932	YCL040W,YDR001C,YER062C,YFR053C,YIL155C,YMR169C,YMR170C,YOR374W	GLK1,NTH1,GPP2,HXK1,GUT2,ALD3,ALD2,ALD4	3.3e-5	0.0109	(2017) Differences between flocculating yeast and regular industrial yeast in transcription and metabolite profiling during ethanol fermentation.
PMID	PMID.11483159	6	8	4932	YBR072W,YBR169C,YDR001C,YDR074W,YHR008C,YLL026W	HSP26,SSE2,NTH1,TPS2,SOD2,HSP104	3.97e-5	0.0128	(2001) Acquisition of tolerance against oxidative damage in Saccharomyces cerevisiae.
PMID	PMID.20497545	14	65	4932	YBR117C,YCL040W,YDL010W,YDR453C,YDR513W,YEL021W,YER081W,YFR053C,YHR087W,YKL035W,YML100W,YMR250W,YNL052W,YPR184W	TKL2,GLK1,GRX6,TSA2,GRX2,URA3,SER3,HXK1,RTC3,UGP1,TSL1,GAD1,COX5A,GDB1	4.19e-5	0.0132	(2010) Nutrient control of eukaryote cell growth: a systems biology study in yeast.
PMID	PMID.26273319	8	19	4932	YBL078C,YBR072W,YCL040W,YDL021W,YDR171W,YDR533C,YFR053C,YGR088W	ATG8,HSP26,GLK1,GPM2,HSP42,HSP31,HXK1,CTT1	4.48e-5	0.0138	(2015) Transcriptional analysis of Kluyveromyces marxianus for ethanol production from inulin using consolidated bioprocessing technology.
PMID	PMID.23409974	10	34	4932	YBL064C,YBR026C,YEL021W,YHR008C,YIR038C,YJR047C,YKL150W,YLL041C,YMR170C,YPL171C	PRX1,ETR1,URA3,SOD2,GTT1,ANB1,MCR1,SDH2,ALD2,OYE3	6.18e-5	0.0187	(2013) The influence of HMF and furfural on redox-balance and energy-state of xylose-utilizing Saccharomyces cerevisiae.
PMID	PMID.27315089	10	35	4932	YCL040W,YFL014W,YGR088W,YIL155C,YML070W,YMR169C,YMR170C,YNL202W,YOR374W,YPR127W	GLK1,HSP12,CTT1,GUT2,DAK1,ALD3,ALD2,SPS19,ALD4,YPR127W	7.59e-5	0.0222	(2016) Differential RNA-seq, Multi-Network Analysis and Metabolic Regulation Analysis of Kluyveromyces marxianus Reveals a Compartmentalised Response to Xylose.
PMID	PMID.27305947	11	43	4932	YCL040W,YDR342C,YEL021W,YER062C,YFL014W,YFR053C,YGR088W,YGR254W,YJL052W,YJL153C,YMR169C	GLK1,HXT7,URA3,GPP2,HSP12,HXK1,CTT1,ENO1,TDH1,INO1,ALD3	7.73e-5	0.0222	(2016) Respiratory metabolism and calorie restriction relieve persistent endoplasmic reticulum stress induced by calcium shortage in yeast.
PMID	PMID.10077186	5	5	4932	YEL011W,YFR015C,YGR088W,YLR258W,YPR160W	GLC3,GSY1,CTT1,GSY2,GPH1	7.52e-5	0.0222	(1999) Dynamic responses of reserve carbohydrate metabolism under carbon and nitrogen limitations in Saccharomyces cerevisiae.
PMID	PMID.9315717	5	5	4932	YBR126C,YFL014W,YGR088W,YLL026W,YMR170C	TPS1,HSP12,CTT1,HSP104,ALD2	7.52e-5	0.0222	(1997) Involvement of CIF1 (GGS1TPS1) in osmotic stress response in Saccharomyces cerevisiae.
PMID	PMID.29393852	6	10	4932	YBL075C,YBR072W,YER103W,YJL052W,YLL026W,YLR327C	SSA3,HSP26,SSA4,TDH1,HSP104,TMA10	9.69e-5	0.0264	(2018) Hsf1 and Hsp70 constitute a two-component feedback loop that regulates the yeast heat shock response.
PMID	PMID.27097320	6	10	4932	YBL075C,YBL078C,YBR072W,YDR533C,YFL014W,YLL026W	SSA3,ATG8,HSP26,HSP31,HSP12,HSP104	9.69e-5	0.0264	(2016) Hsp31, a member of the DJ-1 superfamily, is a multitasking stress responder with chaperone activity.
PMID	PMID.15925308	6	10	4932	YBL078C,YEL060C,YHR138C,YLR178C,YMR174C,YNL015W	ATG8,PRB1,YHR138C,TFS1,PAI3,PBI2	9.69e-5	0.0264	(2005) Identification and characterization of rns4vps32 mutation in the RNase T1 expression-sensitive strain of Saccharomyces cerevisiae: Evidence for altered ambient response resulting in transportation of the secretory protein to vacuoles.
PMID	PMID.27203179	8	22	4932	YDR001C,YDR074W,YEL011W,YEL021W,YFR015C,YLR258W,YPR160W,YPR184W	NTH1,TPS2,GLC3,URA3,GSY1,GSY2,GPH1,GDB1	1e-4	0.0266	(2016) Cyclin-Dependent Kinase Co-Ordinates Carbohydrate Metabolism and Cell Cycle in S. cerevisiae.
PMID	PMID.28431042	11	45	4932	YBR169C,YDR074W,YFR015C,YIR038C,YKL151C,YLL026W,YLR258W,YMR105C,YMR250W,YNL200C,YOR215C	SSE2,TPS2,GSY1,GTT1,NNR2,HSP104,GSY2,PGM2,GAD1,NNR1,AIM41	1.1e-4	0.0278	(2017) Cis-Regulatory Divergence in Gene Expression between Two Thermally Divergent Yeast Species.
PMID	PMID.22579450	5	6	4932	YBR072W,YDR001C,YER103W,YFR015C,YLL026W	HSP26,NTH1,SSA4,GSY1,HSP104	1.3e-4	0.0329	(2012) Characterization and gene expression profiles of thermotolerant Saccharomyces cerevisiae isolates from Thai fruits.
PMID	PMID.8549775	5	6	4932	YBR072W,YBR126C,YER103W,YGR088W,YLL026W	HSP26,TPS1,SSA4,CTT1,HSP104	1.3e-4	0.0329	(1995) Evidence that the Saccharomyces cerevisiae CIF1 (GGS1TPS1) gene modulates heat shock response positively.
PMID	PMID.22093745	11	47	4932	YBL015W,YBL075C,YBR072W,YEL060C,YFL014W,YFR015C,YGR088W,YJR047C,YLL026W,YLR258W,YML004C	ACH1,SSA3,HSP26,PRB1,HSP12,GSY1,CTT1,ANB1,HSP104,GSY2,GLO1	1.5e-4	0.0369	(2011) Cellular responses of Saccharomyces cerevisiae at near-zero growth rates: transcriptome analysis of anaerobic retentostat cultures.
PMID	PMID.23019066	14	75	4932	YBL075C,YBR072W,YBR213W,YCL040W,YDL010W,YDR171W,YFR053C,YGR088W,YGR256W,YHR008C,YJL153C,YMR169C,YOL055C,YOR374W	SSA3,HSP26,MET8,GLK1,GRX6,HSP42,HXK1,CTT1,GND2,SOD2,INO1,ALD3,THI20,ALD4	1.6e-4	0.0384	(2012) Abundant gene-by-environment interactions in gene expression reaction norms to copper within Saccharomyces cerevisiae.
PMID	PMID.18983675	10	39	4932	YBL064C,YDR453C,YEL021W,YER062C,YFL014W,YHR008C,YML070W,YMR174C,YNL160W,YNL259C	PRX1,TSA2,URA3,GPP2,HSP12,SOD2,DAK1,PAI3,YGP1,ATX1	1.6e-4	0.0384	(2008) Induction of multiple pleiotropic drug resistance genes in yeast engineered to produce an increased level of anti-malarial drug precursor, artemisinic acid.
PMID	PMID.20178842	11	48	4932	YCL040W,YEL021W,YFR015C,YFR053C,YGR256W,YHR008C,YJL052W,YLR258W,YMR169C,YMR170C,YOR374W	GLK1,URA3,GSY1,HXK1,GND2,SOD2,TDH1,GSY2,ALD3,ALD2,ALD4	1.8e-4	0.0412	(2010) Gene regulatory changes in yeast during life extension by nutrient limitation.
PMID	PMID.19517136	9	32	4932	YCL040W,YFR053C,YGR043C,YGR254W,YGR256W,YJL052W,YMR169C,YMR170C,YOR374W	GLK1,HXK1,NQM1,ENO1,GND2,TDH1,ALD3,ALD2,ALD4	1.9e-4	0.0438	(2009) Evolutionarily engineered ethanologenic yeast detoxifies lignocellulosic biomass conversion inhibitors by reprogrammed pathways.
PMID	PMID.18673560	9	32	4932	YBR072W,YBR117C,YDR055W,YEL021W,YFL014W,YGR088W,YGR254W,YMR169C,YMR170C	HSP26,TKL2,PST1,URA3,HSP12,CTT1,ENO1,ALD3,ALD2	1.9e-4	0.0438	(2008) Differential control of Zap1-regulated genes in response to zinc deficiency in Saccharomyces cerevisiae.
PMID	PMID.32030400	7	18	4932	YBR072W,YDR049W,YDR171W,YEL021W,YER103W,YFL014W,YMR247C	HSP26,VMS1,HSP42,URA3,SSA4,HSP12,RKR1	2e-4	0.0446	(2020) Proteotoxic stress promotes entrapment of ribosomes and misfolded proteins in a shared cytosolic compartment.
PMID	PMID.30237501	12	58	4932	YBL075C,YBR072W,YDR070C,YDR171W,YDR258C,YDR513W,YIL136W,YKL150W,YLL026W,YLL041C,YLR178C,YNL160W	SSA3,HSP26,FMP16,HSP42,HSP78,GRX2,OM45,MCR1,HSP104,SDH2,TFS1,YGP1	2.1e-4	0.0446	(2018) Transcriptional profiling of Zygosaccharomyces bailii early response to acetic acid or copper stress mediated by ZbHaa1.
PMID	PMID.28899031	6	12	4932	YBR117C,YDR342C,YER062C,YGR043C,YML070W,YOR120W	TKL2,HXT7,GPP2,NQM1,DAK1,GCY1	2.1e-4	0.0446	(2017) Saccharomyces cerevisiae strains for second-generation ethanol production: from academic exploration to industrial implementation.
PMID	PMID.20219100	6	12	4932	YFL030W,YGR088W,YGR256W,YJL153C,YLR038C,YML054C	AGX1,CTT1,GND2,INO1,COX12,CYB2	2.1e-4	0.0446	(2010) Fermentation of mixed glucose-xylose substrates by engineered strains of Saccharomyces cerevisiae: role of the coenzyme specificity of xylose reductase, and effect of glucose on xylose utilization.
Process	GO.0055114	49	326	4932	YBL064C,YBR026C,YBR117C,YBR213W,YCL035C,YDL010W,YDL124W,YDR453C,YDR513W,YEL011W,YER081W,YFR015C,YFR033C,YGR043C,YGR088W,YGR248W,YGR256W,YHL021C,YHR008C,YIL155C,YIL160C,YIR038C,YJL052W,YJR010W,YJR096W,YJR111C,YKL035W,YKL150W,YKR046C,YKR049C,YLL041C,YLR038C,YLR258W,YML054C,YML070W,YMR105C,YMR169C,YMR170C,YNL052W,YNL202W,YNL274C,YOL071W,YOR120W,YOR374W,YPL171C,YPR127W,YPR160W,YPR184W,YPR191W	PRX1,ETR1,TKL2,MET8,GRX1,GRX6,YDL124W,TSA2,GRX2,GLC3,SER3,GSY1,QCR6,NQM1,CTT1,SOL4,GND2,AIM17,SOD2,GUT2,POT1,GTT1,TDH1,MET3,YJR096W,PXP2,UGP1,MCR1,PET10,FMP46,SDH2,COX12,GSY2,CYB2,DAK1,PGM2,ALD3,ALD2,COX5A,SPS19,GOR1,SDH5,GCY1,ALD4,OYE3,YPR127W,GPH1,GDB1,QCR2	1.77e-10	2.32e-7	oxidation-reduction process
Process	GO.0005975	29	154	4932	YBR126C,YCL040W,YDR001C,YDR074W,YEL011W,YER062C,YFR015C,YFR053C,YGL156W,YGR043C,YGR248W,YGR254W,YGR256W,YHR043C,YIL155C,YJL052W,YJL153C,YJR096W,YKL035W,YLL026W,YLR258W,YML070W,YML100W,YMR105C,YMR196W,YOR120W,YPR026W,YPR160W,YPR184W	TPS1,GLK1,NTH1,TPS2,GLC3,GPP2,GSY1,HXK1,AMS1,NQM1,SOL4,ENO1,GND2,DOG2,GUT2,TDH1,INO1,YJR096W,UGP1,HSP104,GSY2,DAK1,TSL1,PGM2,YMR196W,GCY1,ATH1,GPH1,GDB1	2.91e-8	1.91e-5	carbohydrate metabolic process
Process	GO.0044262	22	95	4932	YBR126C,YCL040W,YDR001C,YDR074W,YEL011W,YER062C,YFR015C,YFR053C,YGL156W,YGR256W,YIL155C,YJL153C,YKL035W,YLL026W,YLR258W,YML070W,YML100W,YMR105C,YOR120W,YPR026W,YPR160W,YPR184W	TPS1,GLK1,NTH1,TPS2,GLC3,GPP2,GSY1,HXK1,AMS1,GND2,GUT2,INO1,UGP1,HSP104,GSY2,DAK1,TSL1,PGM2,GCY1,ATH1,GPH1,GDB1	7.46e-8	3.26e-5	cellular carbohydrate metabolic process
Process	GO.0006091	28	154	4932	YBR026C,YBR117C,YCL035C,YCL040W,YDL010W,YDR513W,YEL011W,YFR015C,YFR033C,YFR053C,YGR043C,YGR248W,YGR254W,YGR256W,YJL052W,YKL035W,YKR046C,YLL041C,YLR038C,YLR258W,YML070W,YMR105C,YNL052W,YOL071W,YOR374W,YPR160W,YPR184W,YPR191W	ETR1,TKL2,GRX1,GLK1,GRX6,GRX2,GLC3,GSY1,QCR6,HXK1,NQM1,SOL4,ENO1,GND2,TDH1,UGP1,PET10,SDH2,COX12,GSY2,DAK1,PGM2,COX5A,SDH5,ALD4,GPH1,GDB1,QCR2	1.02e-7	3.33e-5	generation of precursor metabolites and energy
Process	GO.0009311	10	18	4932	YBR126C,YDR001C,YDR074W,YGL156W,YKL035W,YLL026W,YML100W,YMR105C,YMR196W,YPR026W	TPS1,NTH1,TPS2,AMS1,UGP1,HSP104,TSL1,PGM2,YMR196W,ATH1	6.78e-7	1.8e-4	oligosaccharide metabolic process
Process	GO.0005991	8	10	4932	YBR126C,YDR001C,YDR074W,YKL035W,YLL026W,YML100W,YMR105C,YPR026W	TPS1,NTH1,TPS2,UGP1,HSP104,TSL1,PGM2,ATH1	1.33e-6	2.9e-4	trehalose metabolic process
Process	GO.0044281	55	545	4932	YBL015W,YBR026C,YBR117C,YBR213W,YCL040W,YDL124W,YDR204W,YDR441C,YDR533C,YEL021W,YER062C,YER081W,YFL030W,YFR033C,YFR053C,YGL037C,YGL156W,YGR019W,YGR043C,YGR248W,YGR254W,YGR256W,YHR043C,YIL155C,YIL160C,YIR029W,YJL052W,YJL153C,YJR010W,YJR096W,YKL035W,YKL150W,YKL151C,YLL041C,YLR038C,YML004C,YML054C,YML070W,YMR105C,YMR169C,YMR170C,YMR250W,YNL052W,YNL200C,YNL202W,YNL274C,YNR019W,YOL055C,YOL066C,YOL071W,YOR020W-A,YOR120W,YOR374W,YPR127W,YPR191W	ACH1,ETR1,TKL2,MET8,GLK1,YDL124W,COQ4,APT2,HSP31,URA3,GPP2,SER3,AGX1,QCR6,HXK1,PNC1,AMS1,UGA1,NQM1,SOL4,ENO1,GND2,DOG2,GUT2,POT1,DAL2,TDH1,INO1,MET3,YJR096W,UGP1,MCR1,NNR2,SDH2,COX12,GLO1,CYB2,DAK1,PGM2,ALD3,ALD2,GAD1,COX5A,NNR1,SPS19,GOR1,ARE2,THI20,RIB2,SDH5,YOR020W-A,GCY1,ALD4,YPR127W,QCR2	4.79e-6	9e-4	small molecule metabolic process
Process	GO.0016052	14	53	4932	YCL040W,YDR001C,YFR053C,YGL156W,YGR254W,YIL155C,YJL052W,YJR096W,YML070W,YMR105C,YOR120W,YPR026W,YPR160W,YPR184W	GLK1,NTH1,HXK1,AMS1,ENO1,GUT2,TDH1,YJR096W,DAK1,PGM2,GCY1,ATH1,GPH1,GDB1	5.72e-6	9.4e-4	carbohydrate catabolic process
Process	GO.0070887	28	202	4932	YAL026C,YBL064C,YBR126C,YCL035C,YDL010W,YDL124W,YDR001C,YDR049W,YDR453C,YDR513W,YDR533C,YER020W,YFL014W,YGR008C,YGR043C,YGR088W,YHR005C,YHR008C,YIR038C,YJR096W,YJR111C,YKL150W,YLL026W,YML070W,YMR250W,YNL259C,YOR120W,YPR026W	DRS2,PRX1,TPS1,GRX1,GRX6,YDL124W,NTH1,VMS1,TSA2,GRX2,HSP31,GPA2,HSP12,STF2,NQM1,CTT1,GPA1,SOD2,GTT1,YJR096W,PXP2,MCR1,HSP104,DAK1,GAD1,ATX1,GCY1,ATH1	1.33e-5	0.0017	cellular response to chemical stimulus
Process	GO.0006979	18	94	4932	YBL064C,YBR126C,YCL035C,YDL010W,YDL124W,YDR453C,YDR513W,YDR533C,YFL014W,YGR043C,YGR088W,YHR008C,YJR096W,YKL150W,YLL026W,YMR250W,YNL259C,YOR120W	PRX1,TPS1,GRX1,GRX6,YDL124W,TSA2,GRX2,HSP31,HSP12,NQM1,CTT1,SOD2,YJR096W,MCR1,HSP104,GAD1,ATX1,GCY1	1.32e-5	0.0017	response to oxidative stress
Process	GO.0034599	17	88	4932	YBL064C,YBR126C,YCL035C,YDL010W,YDL124W,YDR453C,YDR513W,YDR533C,YFL014W,YGR043C,YHR008C,YJR096W,YKL150W,YLL026W,YMR250W,YNL259C,YOR120W	PRX1,TPS1,GRX1,GRX6,YDL124W,TSA2,GRX2,HSP31,HSP12,NQM1,SOD2,YJR096W,MCR1,HSP104,GAD1,ATX1,GCY1	2.11e-5	0.0023	cellular response to oxidative stress
Process	GO.0005978	6	8	4932	YEL011W,YFR015C,YKL035W,YLR258W,YMR105C,YPR184W	GLC3,GSY1,UGP1,GSY2,PGM2,GDB1	3.97e-5	0.004	glycogen biosynthetic process
Process	GO.0034637	11	40	4932	YBR126C,YDR074W,YEL011W,YER062C,YFR015C,YJL153C,YKL035W,YLR258W,YML100W,YMR105C,YPR184W	TPS1,TPS2,GLC3,GPP2,GSY1,INO1,UGP1,GSY2,TSL1,PGM2,GDB1	4.41e-5	0.0041	cellular carbohydrate biosynthetic process
Process	GO.0016051	13	57	4932	YBR126C,YDR074W,YEL011W,YER062C,YFR015C,YGR254W,YJL052W,YJL153C,YKL035W,YLR258W,YML100W,YMR105C,YPR184W	TPS1,TPS2,GLC3,GPP2,GSY1,ENO1,TDH1,INO1,UGP1,GSY2,TSL1,PGM2,GDB1	4.77e-5	0.0042	carbohydrate biosynthetic process
Process	GO.0097237	11	43	4932	YBL064C,YCL035C,YDL010W,YDR453C,YDR513W,YGR088W,YHR008C,YIR038C,YJR111C,YML070W,YPR026W	PRX1,GRX1,GRX6,TSA2,GRX2,CTT1,SOD2,GTT1,PXP2,DAK1,ATH1	7.73e-5	0.0063	cellular response to toxic substance
Process	GO.0005977	7	16	4932	YEL011W,YFR015C,YKL035W,YLR258W,YMR105C,YPR160W,YPR184W	GLC3,GSY1,UGP1,GSY2,PGM2,GPH1,GDB1	1.1e-4	0.0088	glycogen metabolic process
Process	GO.0098869	9	30	4932	YBL064C,YCL035C,YDL010W,YDR453C,YDR513W,YGR088W,YHR008C,YIR038C,YJR111C	PRX1,GRX1,GRX6,TSA2,GRX2,CTT1,SOD2,GTT1,PXP2	1.3e-4	0.0092	cellular oxidant detoxification
Process	GO.0072524	14	73	4932	YBR117C,YCL040W,YFR053C,YGL037C,YGR043C,YGR248W,YGR254W,YGR256W,YIL155C,YJL052W,YKL151C,YNL200C,YOR374W,YPR127W	TKL2,GLK1,HXK1,PNC1,NQM1,SOL4,ENO1,GND2,GUT2,TDH1,NNR2,NNR1,ALD4,YPR127W	1.3e-4	0.0092	pyridine-containing compound metabolic process
Process	GO.0032787	17	109	4932	YBL015W,YBR026C,YCL040W,YDR533C,YFR053C,YGR019W,YGR254W,YGR256W,YIL160C,YJL052W,YML004C,YML054C,YMR169C,YMR170C,YNL202W,YNL274C,YOR374W	ACH1,ETR1,GLK1,HSP31,HXK1,UGA1,ENO1,GND2,POT1,TDH1,GLO1,CYB2,ALD3,ALD2,SPS19,GOR1,ALD4	2.3e-4	0.0135	monocarboxylic acid metabolic process
Process	GO.0019362	13	68	4932	YBR117C,YCL040W,YFR053C,YGL037C,YGR043C,YGR248W,YGR254W,YGR256W,YIL155C,YJL052W,YKL151C,YNL200C,YOR374W	TKL2,GLK1,HXK1,PNC1,NQM1,SOL4,ENO1,GND2,GUT2,TDH1,NNR2,NNR1,ALD4	2.3e-4	0.0135	pyridine nucleotide metabolic process
Process	GO.0005992	5	7	4932	YBR126C,YDR074W,YKL035W,YML100W,YMR105C	TPS1,TPS2,UGP1,TSL1,PGM2	2.2e-4	0.0135	trehalose biosynthetic process
Process	GO.0006733	14	80	4932	YBR117C,YCL040W,YDR204W,YFR053C,YGL037C,YGR043C,YGR248W,YGR254W,YGR256W,YIL155C,YJL052W,YKL151C,YNL200C,YOR374W	TKL2,GLK1,COQ4,HXK1,PNC1,NQM1,SOL4,ENO1,GND2,GUT2,TDH1,NNR2,NNR1,ALD4	2.9e-4	0.0138	oxidoreduction coenzyme metabolic process
Process	GO.0015980	15	93	4932	YBR026C,YEL011W,YFR015C,YFR033C,YKL035W,YKR046C,YLL041C,YLR258W,YML070W,YMR105C,YNL052W,YOL071W,YPR160W,YPR184W,YPR191W	ETR1,GLC3,GSY1,QCR6,UGP1,PET10,SDH2,GSY2,DAK1,PGM2,COX5A,SDH5,GPH1,GDB1,QCR2	3.9e-4	0.0171	energy derivation by oxidation of organic compounds
Process	GO.0071465	4	4	4932	YBR126C,YDR001C,YGR008C,YPR026W	TPS1,NTH1,STF2,ATH1	4.3e-4	0.0181	cellular response to desiccation
Process	GO.0051156	7	21	4932	YBR117C,YCL040W,YFR053C,YGR043C,YGR248W,YGR256W,YMR105C	TKL2,GLK1,HXK1,NQM1,SOL4,GND2,PGM2	4.4e-4	0.0181	glucose 6-phosphate metabolic process
Process	GO.0044275	6	15	4932	YDR001C,YIL155C,YML070W,YPR026W,YPR160W,YPR184W	NTH1,GUT2,DAK1,ATH1,GPH1,GDB1	5.3e-4	0.0181	cellular carbohydrate catabolic process
Process	GO.0033554	37	376	4932	YAL053W,YBL064C,YBL078C,YBR072W,YBR126C,YBR278W,YCL035C,YDL010W,YDL116W,YDL124W,YDL204W,YDR001C,YDR049W,YDR074W,YDR227W,YDR258C,YDR453C,YDR513W,YDR533C,YEL060C,YER103W,YFL014W,YGR008C,YGR043C,YGR088W,YHR008C,YJL083W,YJR082C,YJR096W,YKL150W,YLL026W,YML100W,YMR250W,YNL259C,YOR120W,YOR173W,YPR026W	FLC2,PRX1,ATG8,HSP26,TPS1,DPB3,GRX1,GRX6,NUP84,YDL124W,RTN2,NTH1,VMS1,TPS2,SIR4,HSP78,TSA2,GRX2,HSP31,PRB1,SSA4,HSP12,STF2,NQM1,CTT1,SOD2,TAX4,EAF6,YJR096W,MCR1,HSP104,TSL1,GAD1,ATX1,GCY1,DCS2,ATH1	4.7e-4	0.0181	cellular response to stress
