category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
NetworkNeighborAL	CL.1096	22	45	4932	YAL025C,YDR060W,YDR083W,YDR101C,YDR496C,YER002W,YER126C,YGR103W,YGR245C,YHR088W,YKR081C,YLL008W,YLR074C,YMR290C,YNL002C,YNL110C,YNL175C,YNR053C,YOL041C,YOL077C,YPL043W,YPL211W	MAK16,MAK21,RRP8,ARX1,PUF6,NOP16,NSA2,NOP7,SDA1,RPF1,RPF2,DRS1,BUD20,HAS1,RLP7,NOP15,NOP13,NOG2,NOP12,BRX1,NOP4,NIP7	1.53e-5	6.8e-4	preribosome, large subunit precursor
NetworkNeighborAL	CL.952	16	28	4932	YCL059C,YDL014W,YDL148C,YDR324C,YDR398W,YGR128C,YIL091C,YJR002W,YLL011W,YLR186W,YML093W,YMR229C,YNL075W,YOR078W,YPL126W,YPR137W	KRR1,NOP1,NOP14,UTP4,UTP5,UTP8,UTP25,MPP10,SOF1,EMG1,UTP14,RRP5,IMP4,BUD21,NAN1,RRP9	5.62e-5	0.0023	small-subunit processome
NetworkNeighborAL	CL.1098	18	35	4932	YAL025C,YDR060W,YDR101C,YER002W,YER126C,YGR103W,YGR245C,YHR088W,YKR081C,YLL008W,YLR074C,YMR290C,YNL002C,YNL110C,YNR053C,YOL077C,YPL043W,YPL211W	MAK16,MAK21,ARX1,NOP16,NSA2,NOP7,SDA1,RPF1,RPF2,DRS1,BUD20,HAS1,RLP7,NOP15,NOG2,BRX1,NOP4,NIP7	5.56e-5	0.0023	preribosome, large subunit precursor
Process	GO.0042254	95	320	4932	YAL025C,YAL035W,YBR247C,YCL059C,YDL014W,YDL148C,YDL153C,YDL229W,YDR060W,YDR083W,YDR091C,YDR101C,YDR299W,YDR324C,YDR398W,YDR496C,YER002W,YER082C,YER126C,YER127W,YFL002C,YGL099W,YGL120C,YGL171W,YGL173C,YGL246C,YGR030C,YGR095C,YGR103W,YGR128C,YGR158C,YGR159C,YGR162W,YGR245C,YHR034C,YHR069C,YHR081W,YHR085W,YHR088W,YHR170W,YHR197W,YIL091C,YIR026C,YJL033W,YJL050W,YJL061W,YJL122W,YJR002W,YJR055W,YJR067C,YKL006W,YKL021C,YKL082C,YKL143W,YKR081C,YLL008W,YLL011W,YLL034C,YLR009W,YLR022C,YLR074C,YLR175W,YLR186W,YLR197W,YLR397C,YLR435W,YML093W,YML127W,YMR093W,YMR097C,YMR128W,YMR229C,YMR239C,YMR290C,YNL002C,YNL075W,YNL110C,YNL182C,YNL248C,YNR053C,YOL041C,YOL077C,YOR004W,YOR078W,YOR145C,YOR341W,YPL043W,YPL126W,YPL169C,YPL208W,YPL211W,YPL217C,YPL226W,YPL239W,YPR137W	MAK16,FUN12,ENP1,KRR1,NOP1,NOP14,SAS10,SSB1,MAK21,RRP8,RLI1,ARX1,BFR2,UTP4,UTP5,PUF6,NOP16,UTP7,NSA2,LCP5,SPB4,LSG1,PRP43,ROK1,XRN1,RAI1,POP6,RRP46,NOP7,UTP8,MTR3,NSR1,TIF4631,SDA1,PIH1,RRP4,LRP1,IPI1,RPF1,NMD3,RIX1,UTP25,YVH1,HCA4,MTR4,NUP82,ALB1,MPP10,HIT1,YAE1,RPL14A,MAK11,RRP14,LTV1,RPF2,DRS1,SOF1,RIX7,RLP24,SDO1,BUD20,CBF5,EMG1,NOP56,AFG2,TSR2,UTP14,RSC9,UTP15,MTG1,ECM16,RRP5,RNT1,HAS1,RLP7,IMP4,NOP15,IPI3,RPA49,NOG2,NOP12,BRX1,UTP23,BUD21,PNO1,RPA190,NOP4,NAN1,MEX67,RKM1,NIP7,BMS1,NEW1,YAR1,RRP9	9.35e-10	2.06e-6	ribosome biogenesis
Process	GO.0034470	87	298	4932	YAL025C,YAL035W,YAL043C,YBR022W,YBR247C,YCL059C,YDL014W,YDL051W,YDL148C,YDL153C,YDL229W,YDR083W,YDR091C,YDR165W,YDR267C,YDR299W,YDR324C,YDR398W,YER002W,YER082C,YER126C,YER127W,YER168C,YFL002C,YGL120C,YGL130W,YGL171W,YGL173C,YGL211W,YGL246C,YGR030C,YGR095C,YGR103W,YGR128C,YGR158C,YGR159C,YHR034C,YHR069C,YHR070W,YHR081W,YHR085W,YHR088W,YHR197W,YIL008W,YIL091C,YJL033W,YJL050W,YJL098W,YJL125C,YJR002W,YJR055W,YKL018W,YKL021C,YKL082C,YKR028W,YKR081C,YLL008W,YLL011W,YLR022C,YLR175W,YLR186W,YLR197W,YLR435W,YML093W,YML127W,YMR093W,YMR128W,YMR229C,YMR239C,YMR259C,YMR290C,YNL002C,YNL075W,YNL110C,YNL182C,YOL041C,YOR004W,YOR078W,YOR145C,YOR239W,YOR250C,YPL043W,YPL086C,YPL126W,YPL211W,YPL217C,YPR137W	MAK16,FUN12,PTA1,POA1,ENP1,KRR1,NOP1,LHP1,NOP14,SAS10,SSB1,RRP8,RLI1,TRM82,CIA1,BFR2,UTP4,UTP5,NOP16,UTP7,NSA2,LCP5,CCA1,SPB4,PRP43,CEG1,ROK1,XRN1,NCS6,RAI1,POP6,RRP46,NOP7,UTP8,MTR3,NSR1,PIH1,RRP4,TRM5,LRP1,IPI1,RPF1,RIX1,URM1,UTP25,HCA4,MTR4,SAP185,GCD14,MPP10,HIT1,SWD2,MAK11,RRP14,SAP190,RPF2,DRS1,SOF1,SDO1,CBF5,EMG1,NOP56,TSR2,UTP14,RSC9,UTP15,ECM16,RRP5,RNT1,TRM732,HAS1,RLP7,IMP4,NOP15,IPI3,NOP12,UTP23,BUD21,PNO1,ABP140,CLP1,NOP4,ELP3,NAN1,NIP7,BMS1,RRP9	1.16e-8	1.27e-5	ncRNA processing
Process	GO.0022613	100	368	4932	YAL025C,YAL032C,YAL035W,YBR247C,YCL059C,YDL014W,YDL043C,YDL148C,YDL153C,YDL209C,YDL229W,YDR060W,YDR083W,YDR091C,YDR101C,YDR235W,YDR299W,YDR324C,YDR398W,YDR496C,YER002W,YER082C,YER126C,YER127W,YFL002C,YGL099W,YGL120C,YGL171W,YGL173C,YGL246C,YGR030C,YGR095C,YGR103W,YGR128C,YGR158C,YGR159C,YGR162W,YGR245C,YHR034C,YHR069C,YHR081W,YHR085W,YHR088W,YHR170W,YHR197W,YIL091C,YIR026C,YJL033W,YJL050W,YJL061W,YJL122W,YJR002W,YJR055W,YJR067C,YKL006W,YKL021C,YKL082C,YKL143W,YKR081C,YLL008W,YLL011W,YLL034C,YLR009W,YLR022C,YLR074C,YLR175W,YLR186W,YLR197W,YLR397C,YLR435W,YML093W,YML127W,YMR093W,YMR097C,YMR128W,YMR229C,YMR239C,YMR290C,YNL002C,YNL075W,YNL110C,YNL118C,YNL182C,YNL248C,YNR053C,YOL041C,YOL077C,YOR004W,YOR078W,YOR145C,YOR341W,YPL043W,YPL126W,YPL169C,YPL208W,YPL211W,YPL217C,YPL226W,YPL239W,YPR137W	MAK16,PRP45,FUN12,ENP1,KRR1,NOP1,PRP11,NOP14,SAS10,CWC2,SSB1,MAK21,RRP8,RLI1,ARX1,PRP42,BFR2,UTP4,UTP5,PUF6,NOP16,UTP7,NSA2,LCP5,SPB4,LSG1,PRP43,ROK1,XRN1,RAI1,POP6,RRP46,NOP7,UTP8,MTR3,NSR1,TIF4631,SDA1,PIH1,RRP4,LRP1,IPI1,RPF1,NMD3,RIX1,UTP25,YVH1,HCA4,MTR4,NUP82,ALB1,MPP10,HIT1,YAE1,RPL14A,MAK11,RRP14,LTV1,RPF2,DRS1,SOF1,RIX7,RLP24,SDO1,BUD20,CBF5,EMG1,NOP56,AFG2,TSR2,UTP14,RSC9,UTP15,MTG1,ECM16,RRP5,RNT1,HAS1,RLP7,IMP4,NOP15,DCP2,IPI3,RPA49,NOG2,NOP12,BRX1,UTP23,BUD21,PNO1,RPA190,NOP4,NAN1,MEX67,RKM1,NIP7,BMS1,NEW1,YAR1,RRP9	1.72e-8	1.27e-5	ribonucleoprotein complex biogenesis
Process	GO.0034660	97	363	4932	YAL025C,YAL035W,YAL043C,YBL076C,YBR022W,YBR247C,YCL059C,YDL014W,YDL051W,YDL148C,YDL153C,YDL229W,YDR083W,YDR091C,YDR165W,YDR267C,YDR299W,YDR324C,YDR341C,YDR398W,YER002W,YER082C,YER126C,YER127W,YER168C,YFL002C,YGL120C,YGL130W,YGL171W,YGL173C,YGL211W,YGL246C,YGR030C,YGR095C,YGR103W,YGR128C,YGR158C,YGR159C,YGR264C,YHR019C,YHR034C,YHR069C,YHR070W,YHR081W,YHR085W,YHR088W,YHR197W,YIL008W,YIL078W,YIL091C,YJL033W,YJL050W,YJL098W,YJL125C,YJR002W,YJR055W,YKL018W,YKL021C,YKL082C,YKR028W,YKR081C,YLL008W,YLL011W,YLR022C,YLR175W,YLR186W,YLR197W,YLR435W,YML093W,YML127W,YMR093W,YMR128W,YMR229C,YMR239C,YMR259C,YMR290C,YNL002C,YNL075W,YNL110C,YNL151C,YNL182C,YNL248C,YOL041C,YOL097C,YOR004W,YOR078W,YOR145C,YOR239W,YOR250C,YOR341W,YPL043W,YPL086C,YPL126W,YPL128C,YPL211W,YPL217C,YPR137W	MAK16,FUN12,PTA1,ILS1,POA1,ENP1,KRR1,NOP1,LHP1,NOP14,SAS10,SSB1,RRP8,RLI1,TRM82,CIA1,BFR2,UTP4,YDR341C,UTP5,NOP16,UTP7,NSA2,LCP5,CCA1,SPB4,PRP43,CEG1,ROK1,XRN1,NCS6,RAI1,POP6,RRP46,NOP7,UTP8,MTR3,NSR1,MES1,DED81,PIH1,RRP4,TRM5,LRP1,IPI1,RPF1,RIX1,URM1,THS1,UTP25,HCA4,MTR4,SAP185,GCD14,MPP10,HIT1,SWD2,MAK11,RRP14,SAP190,RPF2,DRS1,SOF1,SDO1,CBF5,EMG1,NOP56,TSR2,UTP14,RSC9,UTP15,ECM16,RRP5,RNT1,TRM732,HAS1,RLP7,IMP4,NOP15,RPC31,IPI3,RPA49,NOP12,WRS1,UTP23,BUD21,PNO1,ABP140,CLP1,RPA190,NOP4,ELP3,NAN1,TBF1,NIP7,BMS1,RRP9	6.2e-8	3.41e-5	ncRNA metabolic process
Process	GO.0006364	69	222	4932	YAL025C,YAL035W,YBR247C,YCL059C,YDL014W,YDL148C,YDL153C,YDL229W,YDR083W,YDR091C,YDR299W,YDR324C,YDR398W,YER002W,YER082C,YER126C,YER127W,YFL002C,YGL120C,YGL171W,YGL173C,YGL246C,YGR030C,YGR095C,YGR103W,YGR128C,YGR158C,YGR159C,YHR034C,YHR069C,YHR081W,YHR085W,YHR088W,YHR197W,YIL091C,YJL033W,YJL050W,YJR002W,YJR055W,YKL021C,YKL082C,YKR081C,YLL008W,YLL011W,YLR022C,YLR175W,YLR186W,YLR197W,YLR435W,YML093W,YML127W,YMR093W,YMR128W,YMR229C,YMR239C,YMR290C,YNL002C,YNL075W,YNL110C,YNL182C,YOL041C,YOR004W,YOR078W,YOR145C,YPL043W,YPL126W,YPL211W,YPL217C,YPR137W	MAK16,FUN12,ENP1,KRR1,NOP1,NOP14,SAS10,SSB1,RRP8,RLI1,BFR2,UTP4,UTP5,NOP16,UTP7,NSA2,LCP5,SPB4,PRP43,ROK1,XRN1,RAI1,POP6,RRP46,NOP7,UTP8,MTR3,NSR1,PIH1,RRP4,LRP1,IPI1,RPF1,RIX1,UTP25,HCA4,MTR4,MPP10,HIT1,MAK11,RRP14,RPF2,DRS1,SOF1,SDO1,CBF5,EMG1,NOP56,TSR2,UTP14,RSC9,UTP15,ECM16,RRP5,RNT1,HAS1,RLP7,IMP4,NOP15,IPI3,NOP12,UTP23,BUD21,PNO1,NOP4,NAN1,NIP7,BMS1,RRP9	6.98e-8	3.41e-5	rRNA processing
Process	GO.0016072	71	243	4932	YAL025C,YAL035W,YBR247C,YCL059C,YDL014W,YDL148C,YDL153C,YDL229W,YDR083W,YDR091C,YDR299W,YDR324C,YDR398W,YER002W,YER082C,YER126C,YER127W,YFL002C,YGL120C,YGL171W,YGL173C,YGL246C,YGR030C,YGR095C,YGR103W,YGR128C,YGR158C,YGR159C,YHR034C,YHR069C,YHR081W,YHR085W,YHR088W,YHR197W,YIL091C,YJL033W,YJL050W,YJR002W,YJR055W,YKL021C,YKL082C,YKR081C,YLL008W,YLL011W,YLR022C,YLR175W,YLR186W,YLR197W,YLR435W,YML093W,YML127W,YMR093W,YMR128W,YMR229C,YMR239C,YMR290C,YNL002C,YNL075W,YNL110C,YNL182C,YNL248C,YOL041C,YOR004W,YOR078W,YOR145C,YOR341W,YPL043W,YPL126W,YPL211W,YPL217C,YPR137W	MAK16,FUN12,ENP1,KRR1,NOP1,NOP14,SAS10,SSB1,RRP8,RLI1,BFR2,UTP4,UTP5,NOP16,UTP7,NSA2,LCP5,SPB4,PRP43,ROK1,XRN1,RAI1,POP6,RRP46,NOP7,UTP8,MTR3,NSR1,PIH1,RRP4,LRP1,IPI1,RPF1,RIX1,UTP25,HCA4,MTR4,MPP10,HIT1,MAK11,RRP14,RPF2,DRS1,SOF1,SDO1,CBF5,EMG1,NOP56,TSR2,UTP14,RSC9,UTP15,ECM16,RRP5,RNT1,HAS1,RLP7,IMP4,NOP15,IPI3,RPA49,NOP12,UTP23,BUD21,PNO1,RPA190,NOP4,NAN1,NIP7,BMS1,RRP9	3.36e-7	1.2e-4	rRNA metabolic process
Process	GO.0006396	96	373	4932	YAL025C,YAL032C,YAL035W,YAL043C,YBR022W,YBR120C,YBR247C,YCL059C,YDL014W,YDL043C,YDL051W,YDL148C,YDL153C,YDL209C,YDL229W,YDR083W,YDR091C,YDR165W,YDR228C,YDR235W,YDR267C,YDR299W,YDR324C,YDR398W,YER002W,YER082C,YER126C,YER127W,YER168C,YFL002C,YGL120C,YGL130W,YGL171W,YGL173C,YGL174W,YGL211W,YGL246C,YGR030C,YGR095C,YGR103W,YGR128C,YGR158C,YGR159C,YHR034C,YHR069C,YHR070W,YHR081W,YHR085W,YHR088W,YHR197W,YIL008W,YIL091C,YJL033W,YJL050W,YJL098W,YJL125C,YJR002W,YJR055W,YKL018W,YKL021C,YKL082C,YKR028W,YKR081C,YLL008W,YLL011W,YLR022C,YLR175W,YLR186W,YLR197W,YLR435W,YML093W,YML117W,YML127W,YMR093W,YMR128W,YMR229C,YMR239C,YMR259C,YMR290C,YNL002C,YNL075W,YNL110C,YNL118C,YNL182C,YOL041C,YOR004W,YOR078W,YOR145C,YOR239W,YOR250C,YPL043W,YPL086C,YPL126W,YPL211W,YPL217C,YPR137W	MAK16,PRP45,FUN12,PTA1,POA1,CBP6,ENP1,KRR1,NOP1,PRP11,LHP1,NOP14,SAS10,CWC2,SSB1,RRP8,RLI1,TRM82,PCF11,PRP42,CIA1,BFR2,UTP4,UTP5,NOP16,UTP7,NSA2,LCP5,CCA1,SPB4,PRP43,CEG1,ROK1,XRN1,BUD13,NCS6,RAI1,POP6,RRP46,NOP7,UTP8,MTR3,NSR1,PIH1,RRP4,TRM5,LRP1,IPI1,RPF1,RIX1,URM1,UTP25,HCA4,MTR4,SAP185,GCD14,MPP10,HIT1,SWD2,MAK11,RRP14,SAP190,RPF2,DRS1,SOF1,SDO1,CBF5,EMG1,NOP56,TSR2,UTP14,NAB6,RSC9,UTP15,ECM16,RRP5,RNT1,TRM732,HAS1,RLP7,IMP4,NOP15,DCP2,IPI3,NOP12,UTP23,BUD21,PNO1,ABP140,CLP1,NOP4,ELP3,NAN1,NIP7,BMS1,RRP9	3.48e-7	1.2e-4	RNA processing
Process	GO.0042273	38	105	4932	YAL025C,YDR060W,YDR083W,YDR091C,YDR496C,YER002W,YER126C,YFL002C,YGL099W,YGL120C,YGL246C,YGR103W,YGR162W,YGR245C,YHR085W,YHR088W,YHR197W,YIR026C,YJL122W,YJR055W,YJR067C,YKL006W,YKL021C,YKL082C,YKR081C,YLL008W,YLL034C,YLR009W,YLR397C,YMR229C,YMR290C,YNL002C,YNL110C,YNL182C,YOL041C,YOL077C,YPL043W,YPL211W	MAK16,MAK21,RRP8,RLI1,PUF6,NOP16,NSA2,SPB4,LSG1,PRP43,RAI1,NOP7,TIF4631,SDA1,IPI1,RPF1,RIX1,YVH1,ALB1,HIT1,YAE1,RPL14A,MAK11,RRP14,RPF2,DRS1,RIX7,RLP24,AFG2,RRP5,HAS1,RLP7,NOP15,IPI3,NOP12,BRX1,NOP4,NIP7	4.84e-6	0.0013	ribosomal large subunit biogenesis
Process	GO.0000462	29	82	4932	YAL035W,YBR247C,YCL059C,YDL148C,YDL153C,YDR299W,YDR324C,YDR398W,YER082C,YER127W,YGL120C,YGL171W,YGR103W,YGR128C,YIL091C,YJR002W,YLL011W,YLR186W,YLR435W,YML093W,YMR093W,YMR128W,YMR229C,YMR290C,YOR004W,YOR078W,YOR145C,YPL126W,YPL217C	FUN12,ENP1,KRR1,NOP14,SAS10,BFR2,UTP4,UTP5,UTP7,LCP5,PRP43,ROK1,NOP7,UTP8,UTP25,MPP10,SOF1,EMG1,TSR2,UTP14,UTP15,ECM16,RRP5,HAS1,UTP23,BUD21,PNO1,NAN1,BMS1	9.41e-5	0.023	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
Process	GO.0042274	35	111	4932	YAL035W,YBR247C,YCL059C,YDL148C,YDL153C,YDR299W,YDR324C,YDR398W,YER082C,YER127W,YGL120C,YGL171W,YGR103W,YGR128C,YGR159C,YIL091C,YJR002W,YKL082C,YKL143W,YLL011W,YLR186W,YLR435W,YML093W,YMR093W,YMR128W,YMR229C,YMR290C,YNL075W,YOR004W,YOR078W,YOR145C,YPL126W,YPL217C,YPL226W,YPL239W	FUN12,ENP1,KRR1,NOP14,SAS10,BFR2,UTP4,UTP5,UTP7,LCP5,PRP43,ROK1,NOP7,UTP8,NSR1,UTP25,MPP10,RRP14,LTV1,SOF1,EMG1,TSR2,UTP14,UTP15,ECM16,RRP5,HAS1,IMP4,UTP23,BUD21,PNO1,NAN1,BMS1,NEW1,YAR1	1.2e-4	0.027	ribosomal small subunit biogenesis
Process	GO.0010467	172	901	4932	YAL025C,YAL032C,YAL035W,YAL036C,YAL043C,YAR002W,YBL076C,YBR022W,YBR031W,YBR106W,YBR111W-A,YBR112C,YBR120C,YBR198C,YBR215W,YBR231C,YBR247C,YBR253W,YCL037C,YCL059C,YCR046C,YDL002C,YDL014W,YDL040C,YDL043C,YDL051W,YDL130W,YDL148C,YDL153C,YDL209C,YDL229W,YDR083W,YDR091C,YDR165W,YDR173C,YDR176W,YDR211W,YDR228C,YDR231C,YDR235W,YDR267C,YDR299W,YDR308C,YDR310C,YDR324C,YDR341C,YDR398W,YEL034W,YER002W,YER017C,YER082C,YER088C,YER126C,YER127W,YER164W,YER168C,YER169W,YFL002C,YFL034C-A,YGL018C,YGL092W,YGL107C,YGL120C,YGL130W,YGL171W,YGL173C,YGL174W,YGL211W,YGL246C,YGR030C,YGR054W,YGR083C,YGR095C,YGR103W,YGR116W,YGR128C,YGR158C,YGR159C,YGR162W,YGR264C,YHR019C,YHR034C,YHR069C,YHR070W,YHR081W,YHR085W,YHR088W,YHR167W,YHR197W,YIL008W,YIL078W,YIL091C,YJL033W,YJL050W,YJL061W,YJL098W,YJL125C,YJR002W,YJR055W,YJR067C,YKL006W,YKL018W,YKL019W,YKL021C,YKL082C,YKL170W,YKL214C,YKR026C,YKR028W,YKR081C,YKR082W,YLL008W,YLL011W,YLR009W,YLR022C,YLR052W,YLR061W,YLR175W,YLR186W,YLR197W,YLR249W,YLR291C,YLR321C,YLR406C,YLR435W,YML055W,YML093W,YML117W,YML127W,YMR012W,YMR033W,YMR044W,YMR093W,YMR097C,YMR128W,YMR165C,YMR229C,YMR239C,YMR259C,YMR290C,YMR308C,YMR309C,YNL002C,YNL014W,YNL075W,YNL110C,YNL118C,YNL151C,YNL182C,YNL248C,YOL039W,YOL041C,YOL097C,YOL108C,YOR004W,YOR078W,YOR140W,YOR145C,YOR239W,YOR250C,YOR260W,YOR341W,YPL037C,YPL043W,YPL086C,YPL126W,YPL128C,YPL169C,YPL211W,YPL217C,YPL226W,YPR137W	MAK16,PRP45,FUN12,RBG1,PTA1,NUP60,ILS1,POA1,RPL4A,PHO88,SUS1,CYC8,CBP6,TAF5,HPC2,SWC5,ENP1,SRB6,SRO9,KRR1,IMG1,NHP10,NOP1,NAT1,PRP11,LHP1,RPP1B,NOP14,SAS10,CWC2,SSB1,RRP8,RLI1,TRM82,ARG82,NGG1,GCD6,PCF11,COX20,PRP42,CIA1,BFR2,SRB7,SUM1,UTP4,YDR341C,UTP5,HYP2,NOP16,AFG3,UTP7,DOT6,NSA2,LCP5,CHD1,CCA1,RPH1,SPB4,RPL22B,JAC1,NUP145,RMD9,PRP43,CEG1,ROK1,XRN1,BUD13,NCS6,RAI1,POP6,YGR054W,GCD2,RRP46,NOP7,SPT6,UTP8,MTR3,NSR1,TIF4631,MES1,DED81,PIH1,RRP4,TRM5,LRP1,IPI1,RPF1,THP2,RIX1,URM1,THS1,UTP25,HCA4,MTR4,NUP82,SAP185,GCD14,MPP10,HIT1,YAE1,RPL14A,SWD2,RAM2,MAK11,RRP14,MRPL38,YRA2,GCN3,SAP190,RPF2,NUP133,DRS1,SOF1,RLP24,SDO1,IES3,RPL22A,CBF5,EMG1,NOP56,YEF3,GCD7,SFH1,RPL31B,TSR2,SPC2,UTP14,NAB6,RSC9,CLU1,ARP9,IOC4,UTP15,MTG1,ECM16,PAH1,RRP5,RNT1,TRM732,HAS1,PSE1,NIP1,RLP7,HEF3,IMP4,NOP15,DCP2,RPC31,IPI3,RPA49,RPP2A,NOP12,WRS1,INO4,UTP23,BUD21,SFL1,PNO1,ABP140,CLP1,GCD1,RPA190,EGD1,NOP4,ELP3,NAN1,TBF1,MEX67,NIP7,BMS1,NEW1,RRP9	1.3e-4	0.027	gene expression
Process	GO.0044085	141	710	4932	YAL025C,YAL032C,YAL035W,YBR080C,YBR112C,YBR120C,YBR173C,YBR198C,YBR215W,YBR247C,YBR272C,YCL059C,YDL014W,YDL043C,YDL097C,YDL148C,YDL153C,YDL209C,YDL229W,YDR060W,YDR083W,YDR091C,YDR101C,YDR231C,YDR235W,YDR267C,YDR299W,YDR324C,YDR398W,YDR427W,YDR483W,YDR496C,YEL032W,YEL058W,YER002W,YER016W,YER082C,YER126C,YER127W,YER164W,YFL002C,YFR028C,YGL008C,YGL018C,YGL027C,YGL099W,YGL120C,YGL171W,YGL173C,YGL213C,YGL246C,YGR030C,YGR078C,YGR095C,YGR103W,YGR116W,YGR128C,YGR158C,YGR159C,YGR162W,YGR245C,YHR034C,YHR069C,YHR081W,YHR083W,YHR085W,YHR088W,YHR098C,YHR116W,YHR170W,YHR197W,YIL091C,YIR026C,YJL033W,YJL050W,YJL061W,YJL122W,YJL178C,YJR002W,YJR055W,YJR067C,YKL006W,YKL010C,YKL021C,YKL082C,YKL143W,YKL206C,YKR042W,YKR071C,YKR081C,YLL008W,YLL011W,YLL034C,YLR009W,YLR022C,YLR074C,YLR175W,YLR186W,YLR197W,YLR347C,YLR397C,YLR435W,YML093W,YML127W,YMR033W,YMR093W,YMR097C,YMR128W,YMR129W,YMR229C,YMR239C,YMR290C,YNL002C,YNL075W,YNL110C,YNL118C,YNL182C,YNL192W,YNL248C,YNR053C,YOL041C,YOL077C,YOR004W,YOR057W,YOR078W,YOR099W,YOR145C,YOR239W,YOR341W,YPL043W,YPL053C,YPL126W,YPL127C,YPL169C,YPL208W,YPL211W,YPL217C,YPL226W,YPL239W,YPR137W,YPR162C	MAK16,PRP45,FUN12,SEC18,CYC8,CBP6,UMP1,TAF5,HPC2,ENP1,HSM3,KRR1,NOP1,PRP11,RPN6,NOP14,SAS10,CWC2,SSB1,MAK21,RRP8,RLI1,ARX1,COX20,PRP42,CIA1,BFR2,UTP4,UTP5,RPN9,KRE2,PUF6,MCM3,PCM1,NOP16,BIM1,UTP7,NSA2,LCP5,CHD1,SPB4,CDC14,PMA1,JAC1,CWH41,LSG1,PRP43,ROK1,XRN1,SKI8,RAI1,POP6,PAC10,RRP46,NOP7,SPT6,UTP8,MTR3,NSR1,TIF4631,SDA1,PIH1,RRP4,LRP1,SAM35,IPI1,RPF1,SFB3,COX23,NMD3,RIX1,UTP25,YVH1,HCA4,MTR4,NUP82,ALB1,ATG27,MPP10,HIT1,YAE1,RPL14A,UFD4,MAK11,RRP14,LTV1,ADD66,UTH1,DRE2,RPF2,DRS1,SOF1,RIX7,RLP24,SDO1,BUD20,CBF5,EMG1,NOP56,KAP95,AFG2,TSR2,UTP14,RSC9,ARP9,UTP15,MTG1,ECM16,POM152,RRP5,RNT1,HAS1,RLP7,IMP4,NOP15,DCP2,IPI3,CHS1,RPA49,NOG2,NOP12,BRX1,UTP23,SGT1,BUD21,KTR1,PNO1,ABP140,RPA190,NOP4,KTR6,NAN1,HHO1,MEX67,RKM1,NIP7,BMS1,NEW1,YAR1,RRP9,ORC4	1.5e-4	0.0279	cellular component biogenesis
Process	GO.0000466	27	77	4932	YAL025C,YBR247C,YCL059C,YDL148C,YDL153C,YER082C,YER126C,YER127W,YGL120C,YGL171W,YGL246C,YGR095C,YGR158C,YHR069C,YHR081W,YHR088W,YJL050W,YJR002W,YKL021C,YKR081C,YLR186W,YML093W,YMR229C,YNL002C,YOR004W,YOR078W,YOR145C	MAK16,ENP1,KRR1,NOP14,SAS10,UTP7,NSA2,LCP5,PRP43,ROK1,RAI1,RRP46,MTR3,RRP4,LRP1,RPF1,MTR4,MPP10,MAK11,RPF2,EMG1,UTP14,RRP5,RLP7,UTP23,BUD21,PNO1	1.8e-4	0.0312	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
RCTM	SCE-6791226	20	36	4932	YCL059C,YDL014W,YDL148C,YDL153C,YDR324C,YDR398W,YER082C,YGL171W,YGR159C,YIL091C,YJR002W,YLR186W,YLR197W,YML093W,YMR093W,YMR128W,YMR229C,YNL075W,YPL217C,YPR137W	KRR1,NOP1,NOP14,SAS10,UTP4,UTP5,UTP7,ROK1,NSR1,UTP25,MPP10,EMG1,NOP56,UTP14,UTP15,ECM16,RRP5,IMP4,BMS1,RRP9	9.03e-6	3.2e-4	Major pathway of rRNA processing in the nucleolus and cytosol
