category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO.1901566	40	616	4932	YBR115C,YBR213W,YBR249C,YCL030C,YDL182W,YDR035W,YDR158W,YDR354W,YDR441C,YER052C,YER055C,YER069W,YER081W,YFL030W,YFR030W,YHR018C,YHR137W,YIL116W,YIR034C,YJL052W,YJL088W,YJL200C,YJR025C,YJR109C,YLR245C,YMR062C,YMR096W,YMR120C,YMR169C,YMR286W,YMR289W,YNL104C,YNR007C,YOL055C,YOL058W,YOL064C,YOL066C,YOL140W,YPR145W,YPR167C	LYS2,MET8,ARO4,HIS4,LYS20,ARO3,HOM2,TRP4,APT2,HOM3,HIS1,ARG5,6,SER3,AGX1,MET10,ARG4,ARO9,HIS5,LYS1,TDH1,ARG3,ACO2,BNA1,CPA2,CDD1,ARG7,SNZ1,ADE17,ALD3,MRPL33,ABZ2,LEU4,ATG3,THI20,ARG1,MET22,RIB2,ARG8,ASN1,MET16	6.73e-6	4.6e-4	organonitrogen compound biosynthetic process
Process	GO.0009085	6	11	4932	YBR115C,YDL182W,YDR158W,YER052C,YIR034C,YJL200C	LYS2,LYS20,HOM2,HOM3,LYS1,ACO2	8.37e-6	5.4e-4	lysine biosynthetic process
Process	GO.0006591	5	8	4932	YER069W,YHR018C,YJL088W,YMR062C,YOL140W	ARG5,6,ARG4,ARG3,ARG7,ARG8	3.12e-5	0.0018	ornithine metabolic process
Process	GO.0009072	8	34	4932	YBR249C,YCL030C,YDR035W,YDR354W,YER055C,YHR137W,YIL116W,YJR025C	ARO4,HIS4,ARO3,TRP4,HIS1,ARO9,HIS5,BNA1	3.85e-5	0.0021	aromatic amino acid family metabolic process
Process	GO.0009064	9	47	4932	YER069W,YHR018C,YJL088W,YJR109C,YMR062C,YNL191W,YOL058W,YOL140W,YPR145W	ARG5,6,ARG4,ARG3,CPA2,ARG7,DUG3,ARG1,ARG8,ASN1	5.12e-5	0.0026	glutamine family amino acid metabolic process
Process	GO.0009073	6	22	4932	YBR249C,YCL030C,YDR035W,YDR354W,YER055C,YIL116W	ARO4,HIS4,ARO3,TRP4,HIS1,HIS5	1.9e-4	0.0092	aromatic amino acid family biosynthetic process
Process	GO.0009069	7	33	4932	YDR019C,YDR158W,YER052C,YER081W,YFL030W,YFR030W,YPR167C	GCV1,HOM2,HOM3,SER3,AGX1,MET10,MET16	2.1e-4	0.0097	serine family amino acid metabolic process
Process	GO.0009086	7	34	4932	YBR213W,YDR158W,YER052C,YFR030W,YHR137W,YOL064C,YPR167C	MET8,HOM2,HOM3,MET10,ARO9,MET22,MET16	2.5e-4	0.011	methionine biosynthetic process
Process	GO.0009070	6	24	4932	YDR158W,YER052C,YER081W,YFL030W,YFR030W,YPR167C	HOM2,HOM3,SER3,AGX1,MET10,MET16	2.9e-4	0.0122	serine family amino acid biosynthetic process
Process	GO.0019878	4	9	4932	YBR115C,YDL182W,YIR034C,YJL200C	LYS2,LYS20,LYS1,ACO2	5.6e-4	0.0212	lysine biosynthetic process via aminoadipic acid
Process	GO.0006592	3	3	4932	YER069W,YMR062C,YOL140W	ARG5,6,ARG7,ARG8	5.9e-4	0.0212	ornithine biosynthetic process
Process	GO.0000103	4	9	4932	YBR213W,YFR030W,YOL064C,YPR167C	MET8,MET10,MET22,MET16	5.6e-4	0.0212	sulfate assimilation
Process	GO.0044272	8	55	4932	YBR213W,YDR158W,YER052C,YFR030W,YHR137W,YOL055C,YOL064C,YPR167C	MET8,HOM2,HOM3,MET10,ARO9,THI20,MET22,MET16	7.3e-4	0.0251	sulfur compound biosynthetic process
